"Dataset:","LGBTI","","","","","",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","4","6",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","48","2",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","5","4",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","50","2",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","6","12",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","60","1",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","69","0",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","7","2",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","70","0",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","72","1",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","8","0",""
"Czechia","All","All","DEXh22","Duration of housing difficulties (average in months)","9","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","1","15",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","10","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","11","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","12","7",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","17","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","18","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","19","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","2","14",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","20","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","23","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","24","3",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","27","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","29","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","3","18",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","30","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","31","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","33","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","36","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","38","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","39","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","4","8",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","45","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","46","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","5","5",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","54","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","58","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","6","14",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","60","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","72","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","8","2",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","84","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","9","1",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","92","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","96","0",""
"Germany","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","1","29",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","10","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","11","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","12","4",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","13","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","16","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","18","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","2","16",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","20","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","24","2",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","3","16",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","31","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","4","7",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","45","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","5","6",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","6","10",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","60","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","70","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","78","0",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","8","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","84","1",""
"Denmark","All","All","DEXh22","Duration of housing difficulties (average in months)","9","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","1","18",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","12","11",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","15","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","16","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","18","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","19","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","2","16",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","20","3",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","23","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","24","3",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","29","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","3","10",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","36","5",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","4","7",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","48","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","5","5",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","6","11",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","60","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","7","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","78","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","8","1",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","9","2",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","96","0",""
"Estonia","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","11","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","12","7",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","15","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","16","2",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","18","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","2","14",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","20","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","24","6",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","29","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","3","12",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","30","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","33","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","35","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","38","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","4","7",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","40","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","42","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","43","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","5","5",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","54","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","6","8",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","60","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","8","2",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","9","3",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","96","0",""
"Greece","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","11","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","12","10",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","13","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","17","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","18","2",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","19","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","2","13",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","20","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","23","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","24","6",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","27","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","29","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","3","11",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","30","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","32","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","34","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","4","5",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","40","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","42","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","44","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","45","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","5","3",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","50","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","54","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","6","10",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","60","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","70","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","72","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","8","4",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","84","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","86","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","9","2",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","96","0",""
"Spain","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","11","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","12","7",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","13","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","18","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","2","15",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","20","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","23","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","24","3",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","27","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","3","19",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","38","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","4","6",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","5","4",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","50","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","54","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","6","11",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","60","0",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","7","2",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","8","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","9","1",""
"Finland","All","All","DEXh22","Duration of housing difficulties (average in months)","99","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","1","11",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","10","3",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","11","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","12","10",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","16","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","18","3",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","19","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","2","10",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","20","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","23","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","24","7",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","27","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","3","10",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","30","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","32","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","34","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","35","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","36","4",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","38","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","4","5",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","41","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","42","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","44","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","45","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","48","2",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","5","4",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","50","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","52","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","53","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","54","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","56","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","6","15",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","60","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","62","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","64","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","68","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","70","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","72","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","8","3",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","80","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","84","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","9","3",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","96","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","98","0",""
"France","All","All","DEXh22","Duration of housing difficulties (average in months)","99","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","12","16",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","13","0",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","18","0",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","2","7",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","20","2",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","22","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","24","7",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","28","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","3","9",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","30","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","36","4",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","4","6",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","48","0",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","5","7",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","6","6",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","60","3",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","7","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","70","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","8","1",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","9","4",""
"Croatia","All","All","DEXh22","Duration of housing difficulties (average in months)","99","2",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","1","31",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","10","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","12","8",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","14","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","15","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","18","1",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","2","15",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","20","3",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","24","1",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","25","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","26","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","29","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","3","17",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","4","4",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","48","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","5","2",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","50","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","56","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","58","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","6","9",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","7","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","8","2",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","9","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"Hungary","All","All","DEXh22","Duration of housing difficulties (average in months)","99","2",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","1","20",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","10","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","11","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","12","9",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","13","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","14","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","15","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","16","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","18","4",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","2","13",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","20","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","21","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","22","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","24","6",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","28","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","3","12",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","30","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","36","2",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","4","4",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","41","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","46","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","48","1",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","5","2",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","52","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","6","13",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","60","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","7","2",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","72","0",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","8","2",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","9","4",""
"Ireland","All","All","DEXh22","Duration of housing difficulties (average in months)","90","0",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","1","14",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","10","2",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","11","1",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","12","13",""
"Italy","All","All","DEXh22","Duration of housing difficulties (average in months)","13","0",""
